lat,lon,date,city,country
,,06/19/2014 13:07,Barcelona,Spain
,,06/19/2014 13:22,Barcelona,Spain
,,06/19/2014 13:36,Barcelona,Spain
,,06/19/2014 14:07,Barcelona,Spain
,,06/19/2014 14:22,Barcelona,Spain
,,06/19/2014 14:36,Barcelona,Spain
,,06/19/2014 15:06,Barcelona,Spain
,,06/19/2014 15:21,Barcelona,Spain
,,06/19/2014 16:06,Barcelona,Spain
,,06/19/2014 16:21,Barcelona,Spain
,,06/19/2014 16:37,Barcelona,Spain
,,06/19/2014 16:51,Barcelona,Spain
,,06/19/2014 17:06,Barcelona,Spain
,,06/19/2014 17:21,Barcelona,Spain
,,06/19/2014 17:36,Barcelona,Spain
,,06/19/2014 17:51,Barcelona,Spain
,,06/19/2014 18:06,Barcelona,Spain
,,06/19/2014 18:21,Barcelona,Spain
,,06/19/2014 18:36,Barcelona,Spain
,,06/19/2014 18:51,Barcelona,Spain
,,06/19/2014 19:06,Barcelona,Spain
,,06/19/2014 19:36,Barcelona,Spain
,,06/19/2014 20:21,Barcelona,Spain
,,06/19/2014 20:36,Barcelona,Spain
,,06/19/2014 21:22,Barcelona,Spain
,,06/19/2014 21:51,Barcelona,Spain
,,06/19/2014 22:21,Barcelona,Spain
,,06/19/2014 22:36,Barcelona,Spain
,,06/19/2014 23:06,Barcelona,Spain
,,06/20/2014 09:21,Barcelona,Spain
,,06/20/2014 10:06,Barcelona,Spain
,,06/20/2014 10:12,Barcelona,Spain
,,06/20/2014 10:27,Barcelona,Spain
,,06/20/2014 11:27,Barcelona,Spain
,,06/20/2014 13:27,Barcelona,Spain
,,06/20/2014 15:15,Barcelona,Spain
,,06/20/2014 15:30,Barcelona,Spain
,,06/20/2014 15:59,Barcelona,Spain
,,06/20/2014 16:15,Barcelona,Spain
,,06/20/2014 16:30,Barcelona,Spain
,,06/20/2014 17:00,Barcelona,Spain
,,06/20/2014 18:00,Barcelona,Spain
,,06/20/2014 18:14,Barcelona,Spain
,,06/20/2014 18:59,Barcelona,Spain
,,06/20/2014 22:15,Viladecans,Spain
,,06/20/2014 23:14,El Prat de Llobregat,Spain
,,06/21/2014 01:59,Belgrade,Serbia
,,06/21/2014 02:29,Belgrade,Serbia
,,06/21/2014 04:29,Belgrade,Serbia
,,06/21/2014 05:30,Belgrade,Serbia
,,06/21/2014 08:00,Belgrade,Serbia
,,06/21/2014 10:14,Belgrade,Serbia
,,06/21/2014 13:29,Belgrade,Serbia
,,06/21/2014 13:45,Belgrade,Serbia
,,06/21/2014 15:29,Belgrade,Serbia
,,06/21/2014 17:29,Belgrade,Serbia
,,06/21/2014 18:44,Belgrade,Serbia
,,06/21/2014 19:30,Belgrade,Serbia
,,06/21/2014 22:14,Belgrade,Serbia
,,06/22/2014 05:14,Belgrade,Serbia
,,06/22/2014 07:58,Slepčević,Serbia
,,06/22/2014 14:27,Sarajevo,Bosnia and Herzegovina
,,06/22/2014 15:12,Sarajevo,Bosnia and Herzegovina
,,06/22/2014 19:12,Sarajevo,Bosnia and Herzegovina
,,06/22/2014 19:27,Sarajevo,Bosnia and Herzegovina
,,06/22/2014 21:12,Sarajevo,Bosnia and Herzegovina
,,06/22/2014 22:12,Sarajevo,Bosnia and Herzegovina
,,06/22/2014 22:42,Sarajevo,Bosnia and Herzegovina
,,06/22/2014 23:57,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 06:42,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 06:57,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 07:12,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 07:42,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 08:27,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 12:57,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 14:12,Sarajevo,Bosnia and Herzegovina
,,06/23/2014 17:57,Mostar,Bosnia and Herzegovina
,,06/23/2014 19:12,Mostar,Bosnia and Herzegovina
,,06/23/2014 20:57,Mostar,Bosnia and Herzegovina
,,06/23/2014 21:57,Mostar,Bosnia and Herzegovina
,,06/23/2014 23:12,Mostar,Bosnia and Herzegovina
,,06/24/2014 07:12,Mostar,Bosnia and Herzegovina
,,06/24/2014 07:57,Mostar,Bosnia and Herzegovina
,,06/24/2014 08:05,Mostar,Bosnia and Herzegovina
,,06/24/2014 10:19,Mostar,Bosnia and Herzegovina
,,06/24/2014 13:49,Ploče,Croatia
,,06/24/2014 17:04,Split,Croatia
,,06/24/2014 18:05,Split,Croatia
,,06/24/2014 19:19,Split,Croatia
,,06/24/2014 19:34,Split,Croatia
,,06/24/2014 19:49,Split,Croatia
,,06/24/2014 20:05,Split,Croatia
,,06/24/2014 20:19,Split,Croatia
,,06/24/2014 21:35,Split,Croatia
,,06/24/2014 22:20,Split,Croatia
,,06/25/2014 02:57,Split,Croatia
,,06/25/2014 05:26,Split,Croatia
,,06/25/2014 10:11,Split,Croatia
,,06/25/2014 13:41,Split,Croatia
,,06/25/2014 16:56,Split,Croatia
,,06/25/2014 17:41,Split,Croatia
,,06/25/2014 18:58,Split,Croatia
,,06/25/2014 20:40,Split,Croatia
,,06/25/2014 20:55,Split,Croatia
,,06/25/2014 22:40,Split,Croatia
,,06/25/2014 23:23,Split,Croatia
,,06/26/2014 01:38,Split,Croatia
,,06/26/2014 06:08,Split,Croatia
,,06/26/2014 13:43,Split,Croatia
,,06/26/2014 16:57,Herzegovina-Neretva Canton,Bosnia and Herzegovina
,,06/26/2014 17:12,Herzegovina-Neretva Canton,Bosnia and Herzegovina
,,06/26/2014 18:42,Dubrovnik,Croatia
,,06/26/2014 19:15,Dubrovnik,Croatia
,,06/26/2014 21:00,Dubrovnik,Croatia
,,06/27/2014 06:15,Dubrovnik,Croatia
,,06/27/2014 07:15,Dubrovnik,Croatia
,,06/27/2014 15:55,Dubrovnik,Croatia
,,06/27/2014 20:01,Kotor,Montenegro
,,06/27/2014 20:16,Kotor,Montenegro
,,06/27/2014 20:40,Kotor,Montenegro
,,06/27/2014 21:39,Kotor,Montenegro
,,06/27/2014 21:54,Kotor,Montenegro
,,06/27/2014 22:24,Kotor,Montenegro
,,06/27/2014 22:39,Kotor,Montenegro
,,06/27/2014 23:24,Kotor,Montenegro
,,06/27/2014 23:39,Kotor,Montenegro
,,06/28/2014 00:09,Kotor,Montenegro
,,06/28/2014 02:39,Kotor,Montenegro
,,06/28/2014 03:09,Kotor,Montenegro
,,06/28/2014 03:39,Kotor,Montenegro
,,06/28/2014 05:09,Kotor,Montenegro
,,06/28/2014 07:09,Kotor,Montenegro
,,06/28/2014 07:24,Kotor,Montenegro
,,06/28/2014 07:39,Kotor,Montenegro
,,06/28/2014 07:54,Kotor,Montenegro
,,06/28/2014 08:09,Kotor,Montenegro
,,06/28/2014 08:39,Kotor,Montenegro
,,06/28/2014 11:54,Kotor,Montenegro
,,06/28/2014 12:54,Kotor,Montenegro
,,06/28/2014 13:24,Kotor,Montenegro
,,06/28/2014 14:08,Kotor,Montenegro
,,06/28/2014 14:39,Kotor,Montenegro
,,06/28/2014 14:54,Kotor,Montenegro
,,06/28/2014 15:09,Kotor,Montenegro
,,06/28/2014 15:24,Kotor,Montenegro
,,06/28/2014 15:39,Kotor,Montenegro
,,06/28/2014 16:39,Kotor,Montenegro
,,06/28/2014 16:53,Kotor,Montenegro
,,06/28/2014 17:09,Kotor,Montenegro
,,06/28/2014 17:24,Kotor,Montenegro
,,06/28/2014 17:39,Kotor,Montenegro
,,06/28/2014 17:54,Kotor,Montenegro
,,06/28/2014 18:09,Kotor,Montenegro
,,06/28/2014 19:39,Kotor,Montenegro
,,06/28/2014 19:54,Kotor,Montenegro
,,06/28/2014 20:09,Kotor,Montenegro
,,06/28/2014 20:54,Kotor,Montenegro
,,06/28/2014 21:09,Kotor,Montenegro
,,06/28/2014 21:24,Kotor,Montenegro
,,06/28/2014 21:54,Kotor,Montenegro
,,06/28/2014 22:09,Kotor,Montenegro
,,06/28/2014 22:24,Kotor,Montenegro
,,06/28/2014 22:53,Kotor,Montenegro
,,06/28/2014 23:24,Kotor,Montenegro
,,06/29/2014 00:54,Kotor,Montenegro
,,06/29/2014 01:24,Kotor,Montenegro
,,06/29/2014 02:24,Kotor,Montenegro
,,06/29/2014 02:38,Kotor,Montenegro
,,06/29/2014 13:09,Prizren,Kosovo
,,06/29/2014 13:38,Prizren,Kosovo
,,06/29/2014 13:54,Prizren,Kosovo
,,06/29/2014 14:24,Prizren,Kosovo
,,06/29/2014 15:39,Prizren,Kosovo
,,06/29/2014 16:54,Prizren,Kosovo
,,06/29/2014 17:08,Prizren,Kosovo
,,06/29/2014 17:54,Prizren,Kosovo
,,06/29/2014 19:09,Prizren,Kosovo
,,06/29/2014 19:39,Prizren,Kosovo
,,06/29/2014 19:54,Prizren,Kosovo
,,06/29/2014 20:39,Prizren,Kosovo
,,06/29/2014 22:24,Prizren,Kosovo
,,06/29/2014 22:39,Prizren,Kosovo
,,06/29/2014 23:24,Prizren,Kosovo
,,06/30/2014 08:12,Prizren,Kosovo
,,06/30/2014 08:27,Prizren,Kosovo
,,06/30/2014 10:11,Prizren,Kosovo
,,06/30/2014 14:12,Prizren,Kosovo
,,06/30/2014 15:57,Prizren,Kosovo
,,06/30/2014 16:56,Prizren,Kosovo
,,06/30/2014 17:56,Prizren,Kosovo
,,06/30/2014 18:12,Prizren,Kosovo
,,06/30/2014 18:27,Prizren,Kosovo
,,06/30/2014 19:11,Prizren,Kosovo
,,06/30/2014 20:26,Prizren,Kosovo
,,06/30/2014 21:42,Prizren,Kosovo
,,06/30/2014 22:11,Prizren,Kosovo
,,06/30/2014 22:27,Prizren,Kosovo
,,07/01/2014 05:57,Prizren,Kosovo
,,07/01/2014 14:57,Ohrid,Macedonia (FYROM)
,,07/01/2014 15:11,Ohrid,Macedonia (FYROM)
,,07/01/2014 18:56,Ohrid,Macedonia (FYROM)
,,07/01/2014 19:42,Ohrid,Macedonia (FYROM)
,,07/01/2014 21:42,Ohrid,Macedonia (FYROM)
,,07/01/2014 22:27,Ohrid,Macedonia (FYROM)
,,07/01/2014 22:56,Ohrid,Macedonia (FYROM)
,,07/02/2014 00:57,Ohrid,Macedonia (FYROM)
,,07/02/2014 02:27,Ohrid,Macedonia (FYROM)
,,07/02/2014 03:57,Ohrid,Macedonia (FYROM)
,,07/02/2014 04:41,Ohrid,Macedonia (FYROM)
,,07/02/2014 06:11,Ohrid,Macedonia (FYROM)
,,07/02/2014 08:11,Ohrid,Macedonia (FYROM)
,,07/02/2014 11:11,Ohrid,Macedonia (FYROM)
,,07/02/2014 11:56,Ohrid,Macedonia (FYROM)
,,07/02/2014 12:12,Ohrid,Macedonia (FYROM)
,,07/02/2014 14:41,Ohrid,Macedonia (FYROM)
,,07/02/2014 15:12,Ohrid,Macedonia (FYROM)
,,07/02/2014 15:26,Ohrid,Macedonia (FYROM)
,,07/02/2014 16:12,Ohrid,Macedonia (FYROM)
,,07/02/2014 16:42,Ohrid,Macedonia (FYROM)
,,07/02/2014 16:56,Ohrid,Macedonia (FYROM)
,,07/02/2014 17:42,Ohrid,Macedonia (FYROM)
,,07/02/2014 17:56,Ohrid,Macedonia (FYROM)
,,07/02/2014 18:57,Ohrid,Macedonia (FYROM)
,,07/02/2014 19:12,Ohrid,Macedonia (FYROM)
,,07/02/2014 19:27,Ohrid,Macedonia (FYROM)
,,07/02/2014 19:57,Ohrid,Macedonia (FYROM)
,,07/02/2014 20:26,Ohrid,Macedonia (FYROM)
,,07/02/2014 21:12,Ohrid,Macedonia (FYROM)
,,07/02/2014 21:26,Ohrid,Macedonia (FYROM)
,,07/02/2014 22:12,Ohrid,Macedonia (FYROM)
,,07/02/2014 22:41,Ohrid,Macedonia (FYROM)
,,07/03/2014 05:12,Ohrid,Macedonia (FYROM)
,,07/03/2014 14:41,Berat,Albania
,,07/03/2014 14:56,Berat,Albania
,,07/03/2014 19:29,Berat,Albania
,,07/03/2014 19:43,Berat,Albania
,,07/03/2014 19:58,Berat,Albania
,,07/03/2014 20:29,Berat,Albania
,,07/03/2014 20:44,Berat,Albania
,,07/03/2014 20:59,Berat,Albania
,,07/03/2014 21:14,Berat,Albania
,,07/03/2014 21:30,Berat,Albania
,,07/03/2014 21:44,Berat,Albania
,,07/03/2014 21:59,Berat,Albania
,,07/03/2014 22:14,Berat,Albania
,,07/03/2014 22:29,Berat,Albania
,,07/03/2014 22:59,Berat,Albania
,,07/03/2014 23:14,Berat,Albania
,,07/04/2014 03:14,Berat,Albania
,,07/04/2014 05:29,Berat,Albania
,,07/04/2014 07:28,Berat,Albania
,,07/04/2014 08:14,Berat,Albania
,,07/04/2014 08:30,Berat,Albania
,,07/04/2014 08:44,Berat,Albania
,,07/04/2014 11:29,Berat,Albania
,,07/04/2014 11:44,Berat,Albania
,,07/04/2014 12:14,Berat,Albania
,,07/04/2014 12:58,Berat,Albania
,,07/04/2014 13:24,Berat,Albania
,,07/04/2014 17:39,Gjirokastër,Albania
,,07/04/2014 17:42,Gjirokastër,Albania
,,07/04/2014 20:49,Kakavia,Greece
,,07/04/2014 23:58,Dytiki Ellada,Greece
,,07/05/2014 00:50,Dytiki Ellada,Greece
,,07/05/2014 00:52,Dytiki Ellada,Greece
,,07/05/2014 00:52,Dytiki Ellada,Greece
,,07/05/2014 01:31,Dytiki Ellada,Greece
,,07/05/2014 01:32,Dytiki Ellada,Greece
,,07/05/2014 01:33,Dytiki Ellada,Greece
,,07/05/2014 01:36,Dytiki Ellada,Greece
,,07/05/2014 03:06,Dytiki Ellada,Greece
,,07/05/2014 03:52,Peloponnese,Greece
,,07/05/2014 05:32,Athens,Greece
,,07/05/2014 07:17,Athens,Greece
,,07/05/2014 07:31,Athens,Greece
,,07/05/2014 07:47,Athens,Greece
,,07/05/2014 08:02,Athens,Greece
,,07/05/2014 08:17,Athens,Greece
,,07/05/2014 08:32,Athens,Greece
,,07/05/2014 08:46,Athens,Greece
,,07/05/2014 09:01,Athens,Greece
,,07/05/2014 09:17,Athens,Greece
,,07/05/2014 09:30,Athens,Greece
,,07/05/2014 09:48,Athens,Greece
,,07/05/2014 10:01,Athens,Greece
,,07/05/2014 12:52,Athens,Greece
,,07/05/2014 13:50,Athens,Greece
,,07/05/2014 14:05,Athens,Greece
,,07/05/2014 14:20,Athens,Greece
,,07/05/2014 14:36,Athens,Greece
,,07/05/2014 14:50,Athens,Greece
,,07/05/2014 15:05,Athens,Greece
,,07/05/2014 15:35,Athens,Greece
,,07/05/2014 15:50,Athens,Greece
,,07/05/2014 16:05,Athens,Greece
,,07/05/2014 16:35,Athens,Greece
,,07/05/2014 16:50,Athens,Greece
,,07/05/2014 17:50,Athens,Greece
,,07/05/2014 18:21,Athens,Greece
,,07/05/2014 19:35,Athens,Greece
,,07/05/2014 20:05,Athens,Greece
,,07/05/2014 20:20,Athens,Greece
,,07/05/2014 20:35,Athens,Greece
,,07/05/2014 20:50,Athens,Greece
,,07/05/2014 21:05,Athens,Greece
,,07/05/2014 21:20,Athens,Greece
,,07/05/2014 21:50,Athens,Greece
,,07/05/2014 22:05,Athens,Greece
,,07/05/2014 22:20,Athens,Greece
,,07/05/2014 22:35,Athens,Greece
,,07/05/2014 22:50,Athens,Greece
,,07/05/2014 23:20,Athens,Greece
,,07/05/2014 23:35,Athens,Greece
,,07/05/2014 23:50,Athens,Greece
,,07/06/2014 00:05,Athens,Greece
,,07/06/2014 00:35,Athens,Greece
,,07/06/2014 01:05,Athens,Greece
,,07/06/2014 01:20,Athens,Greece
,,07/06/2014 01:35,Athens,Greece
,,07/06/2014 02:05,Athens,Greece
,,07/06/2014 02:35,Athens,Greece
,,07/06/2014 03:05,Athens,Greece
,,07/06/2014 03:35,Athens,Greece
,,07/06/2014 04:35,Athens,Greece
,,07/06/2014 05:05,Athens,Greece
,,07/06/2014 05:35,Athens,Greece
,,07/06/2014 05:50,Athens,Greece
,,07/06/2014 06:20,Athens,Greece
,,07/06/2014 06:50,Athens,Greece
,,07/06/2014 07:20,Athens,Greece
,,07/06/2014 07:35,Athens,Greece
,,07/06/2014 09:26,Athens,Greece
,,07/06/2014 10:42,Athens,Greece
,,07/06/2014 13:12,Athens,Greece
,,07/06/2014 13:27,Athens,Greece
,,07/06/2014 13:42,Athens,Greece
,,07/06/2014 14:12,Athens,Greece
,,07/06/2014 15:27,Athens,Greece
,,07/06/2014 15:57,Athens,Greece
,,07/06/2014 17:12,Attica,Greece
,,07/06/2014 17:27,Attica,Greece
,,07/06/2014 17:57,Attica,Greece
,,07/06/2014 18:57,Attica,Greece
,,07/06/2014 20:42,Istanbul,Turkey
,,07/06/2014 20:57,Istanbul,Turkey
,,07/06/2014 21:12,Istanbul,Turkey
,,07/06/2014 21:27,Istanbul,Turkey
,,07/06/2014 21:43,Istanbul,Turkey
,,07/06/2014 21:58,Istanbul,Turkey
,,07/06/2014 22:12,Istanbul,Turkey
,,07/06/2014 22:27,Istanbul,Turkey
,,07/06/2014 23:12,Istanbul,Turkey
,,07/06/2014 23:23,Istanbul,Turkey
,,07/06/2014 23:37,Istanbul,Turkey
,,07/07/2014 00:37,Istanbul,Turkey
,,07/07/2014 01:06,Istanbul,Turkey
,,07/07/2014 01:22,Istanbul,Turkey
,,07/07/2014 03:37,Istanbul,Turkey
,,07/07/2014 03:52,Istanbul,Turkey
,,07/07/2014 05:37,Istanbul,Turkey
,,07/07/2014 07:06,Istanbul,Turkey
,,07/07/2014 07:20,Istanbul,Turkey
,,07/07/2014 07:50,Istanbul,Turkey
,,07/07/2014 08:05,Istanbul,Turkey
,,07/07/2014 08:20,Istanbul,Turkey
,,07/07/2014 08:50,Istanbul,Turkey
,,07/07/2014 09:05,Istanbul,Turkey
,,07/07/2014 09:50,Istanbul,Turkey
,,07/07/2014 10:05,Istanbul,Turkey
,,07/07/2014 10:20,Istanbul,Turkey
,,07/07/2014 11:35,Istanbul,Turkey
,,07/07/2014 11:50,Istanbul,Turkey
,,07/07/2014 12:20,Istanbul,Turkey
,,07/07/2014 12:50,Istanbul,Turkey
,,07/07/2014 13:05,Istanbul,Turkey
,,07/07/2014 13:20,Istanbul,Turkey
,,07/07/2014 13:31,Istanbul,Turkey
,,07/07/2014 13:50,Istanbul,Turkey
,,07/07/2014 15:35,Istanbul,Turkey
,,07/07/2014 16:56,Istanbul,Turkey
,,07/07/2014 17:43,Istanbul,Turkey
,,07/07/2014 17:58,Istanbul,Turkey
,,07/07/2014 18:14,Istanbul,Turkey
,,07/07/2014 18:36,Istanbul,Turkey
,,07/07/2014 18:41,Istanbul,Turkey
,,07/07/2014 18:57,Istanbul,Turkey
,,07/07/2014 19:14,Istanbul,Turkey
,,07/07/2014 19:42,Istanbul,Turkey
,,07/07/2014 19:58,Istanbul,Turkey
,,07/07/2014 20:16,Istanbul,Turkey
,,07/07/2014 20:30,Istanbul,Turkey
,,07/07/2014 20:45,Istanbul,Turkey
,,07/07/2014 21:00,Istanbul,Turkey
,,07/07/2014 21:15,Istanbul,Turkey
,,07/07/2014 21:30,Istanbul,Turkey
,,07/07/2014 21:45,Istanbul,Turkey
,,07/07/2014 22:00,Istanbul,Turkey
,,07/08/2014 03:45,Istanbul,Turkey
,,07/08/2014 06:15,Istanbul,Turkey
,,07/08/2014 06:30,Istanbul,Turkey
,,07/08/2014 06:45,Istanbul,Turkey
,,07/08/2014 07:00,Istanbul,Turkey
,,07/08/2014 10:15,Istanbul,Turkey
,,07/08/2014 10:45,Istanbul,Turkey
,,07/08/2014 11:30,Istanbul,Turkey
,,07/08/2014 11:45,Istanbul,Turkey
,,07/08/2014 12:45,Istanbul,Turkey
,,07/08/2014 13:00,Istanbul,Turkey
,,07/08/2014 13:15,Istanbul,Turkey
,,07/08/2014 13:30,Istanbul,Turkey
,,07/08/2014 15:30,Istanbul,Turkey
,,07/08/2014 15:45,Istanbul,Turkey
,,07/08/2014 16:15,Istanbul,Turkey
,,07/08/2014 16:30,Istanbul,Turkey
,,07/08/2014 16:44,Istanbul,Turkey
,,07/08/2014 17:14,Istanbul,Turkey
,,07/08/2014 17:29,Istanbul,Turkey
,,07/08/2014 17:45,Istanbul,Turkey
,,07/08/2014 18:29,Istanbul,Turkey
,,07/08/2014 18:49,Istanbul,Turkey
,,07/08/2014 18:51,Istanbul,Turkey
,,07/08/2014 19:17,Istanbul,Turkey
,,07/08/2014 19:33,Istanbul,Turkey
,,07/08/2014 20:03,Istanbul,Turkey
,,07/08/2014 20:33,Istanbul,Turkey
,,07/08/2014 20:48,Istanbul,Turkey
,,07/08/2014 21:03,Istanbul,Turkey
,,07/08/2014 21:48,Istanbul,Turkey
,,07/08/2014 22:03,Istanbul,Turkey
,,07/08/2014 22:18,Istanbul,Turkey
,,07/08/2014 23:02,Istanbul,Turkey
,,07/08/2014 23:18,Istanbul,Turkey
,,07/09/2014 00:33,Istanbul,Turkey
,,07/09/2014 06:03,Istanbul,Turkey
,,07/09/2014 06:18,Istanbul,Turkey
,,07/09/2014 09:03,Istanbul,Turkey
,,07/09/2014 09:18,Istanbul,Turkey
,,07/09/2014 13:11,Munich,Germany
,,07/09/2014 13:13,Munich,Germany
,,07/09/2014 13:14,Munich,Germany
,,07/09/2014 13:17,Munich,Germany
,,07/09/2014 13:18,Munich,Germany
,,07/09/2014 13:20,Munich,Germany
